worksheet_name,line_num,line_description,example_sas_column,current_description
,1,,E1_1_HOS_C4_1,Hospital | Line 1 | Col 4
"E, Part A: Settlement - Hospital",1900,,E_A_HOS_C1_19,Hospital | Line 19 | Col 1
"E, Part A: Settlement - Hospital",2000,,E_A_HOS_C1_20,Hospital | Line 20 | Col 1
"E, Part A: Settlement - Hospital",2100,,E_A_HOS_C1_21,Hospital | Line 21 | Col 1
"E, Part A: Settlement - Hospital",2200,,E_A_HOS_C101_22,Hospital | Line 22 | Col 101
"E, Part A: Settlement - Hospital",2300,,E_A_HOS_C1_23,Hospital | Line 23 | Col 1
"E, Part A: Settlement - Hospital",2400,,E_A_HOS_C1_24,Hospital | Line 24 | Col 1
"E, Part A: Settlement - Hospital",2500,,E_A_HOS_C1_25,Hospital | Line 25 | Col 1
"E, Part A: Settlement - Hospital",2600,,E_A_HOS_C1_26,Hospital | Line 26 | Col 1
"E, Part A: Settlement - Hospital",2700,,E_A_HOS_C1_27,Hospital | Line 27 | Col 1
"E, Part A: Settlement - Hospital",2800,,E_A_HOS_C101_28,Hospital | Line 28 | Col 101
"E, Part A: Settlement - Hospital",2899,,E_A_HOS_C1_2899,Hospital | Line 28.99 | Col 1
"E, Part A: Settlement - Hospital",2900,,E_A_HOS_C101_29,Hospital | Line 29 | Col 101
"E, Part A: Settlement - Hospital",2901,,E_A_HOS_C1_2901,Hospital | Line 29.01 | Col 1
"E, Part A: Settlement - Hospital",3000,,E_A_HOS_C1_30,Hospital | Line 30 | Col 1
"E, Part A: Settlement - Hospital",3100,,E_A_HOS_C1_31,Hospital | Line 31 | Col 1
"E, Part A: Settlement - Hospital",3200,,E_A_HOS_C1_32,Hospital | Line 32 | Col 1
"E, Part A: Settlement - Hospital",3300,,E_A_HOS_C101_33,Hospital | Line 33 | Col 101
"E, Part A: Settlement - Hospital",3400,,E_A_HOS_C101_34,Hospital | Line 34 | Col 101
"E, Part A: Settlement - Hospital",3500,,E_A_HOS_C2_35,Hospital | Line 35 | Col 2
"E, Part A: Settlement - Hospital",3501,,E_A_HOS_C2_3501,Hospital | Line 35.01 | Col 2
"E, Part A: Settlement - Hospital",3502,,E_A_HOS_C1_3502,Hospital | Line 35.02 | Col 1
"E, Part A: Settlement - Hospital",3503,,E_A_HOS_C1_3503,Hospital | Line 35.03 | Col 1
"E, Part A: Settlement - Hospital",3600,,E_A_HOS_C1_36,Hospital | Line 36 | Col 1
"E, Part A: Settlement - Hospital",3700,,E_A_HOS_C1_37,Hospital | Line 37 | Col 1
"E, Part A: Settlement - Hospital",3800,,E_A_HOS_C1_38,Hospital | Line 38 | Col 1
"E, Part A: Settlement - Hospital",3900,,E_A_HOS_C1_39,Hospital | Line 39 | Col 1
"E, Part A: Settlement - Hospital",4000,,E_A_HOS_C1_40,Hospital | Line 40 | Col 1
"E, Part A: Settlement - Hospital",4100,,E_A_HOS_C101_41,Hospital | Line 41 | Col 101
"E, Part A: Settlement - Hospital",4101,,E_A_HOS_C1_4101,Hospital | Line 41.01 | Col 1
"E, Part A: Settlement - Hospital",4200,,E_A_HOS_C1_42,Hospital | Line 42 | Col 1
"E, Part A: Settlement - Hospital",4300,,E_A_HOS_C1_43,Hospital | Line 43 | Col 1
"E, Part A: Settlement - Hospital",4400,,E_A_HOS_C1_44,Hospital | Line 44 | Col 1
"E, Part A: Settlement - Hospital",4500,,E_A_HOS_C101_45,Hospital | Line 45 | Col 101
"E, Part A: Settlement - Hospital",4600,,E_A_HOS_C1_46,Hospital | Line 46 | Col 1
"E, Part A: Settlement - Hospital",4700,,E_A_HOS_C101_47,Hospital | Line 47 | Col 101
"E, Part A: Settlement - Hospital",4800,,E_A_HOS_C101_48,Hospital | Line 48 | Col 101
"E, Part A: Settlement - Hospital",4900,,E_A_HOS_C1_49,Hospital | Line 49 | Col 1
"E, Part A: Settlement - Hospital",5000,,E_A_HOS_C1_50,Hospital | Line 50 | Col 1
"E, Part A: Settlement - Hospital",5100,,E_A_HOS_C1_51,Hospital | Line 51 | Col 1
"E, Part A: Settlement - Hospital",5200,,E_A_HOS_C1_52,Hospital | Line 52 | Col 1
"E, Part A: Settlement - Hospital",5300,,E_A_HOS_C1_53,Hospital | Line 53 | Col 1
"E, Part A: Settlement - Hospital",5400,,E_A_HOS_C1_54,Hospital | Line 54 | Col 1
"E, Part A: Settlement - Hospital",5500,,E_A_HOS_C1_55,Hospital | Line 55 | Col 1
"E, Part A: Settlement - Hospital",5600,,E_A_HOS_C1_56,Hospital | Line 56 | Col 1
"E, Part A: Settlement - Hospital",5700,,E_A_HOS_C1_57,Hospital | Line 57 | Col 1
"E, Part A: Settlement - Hospital",5800,,E_A_HOS_C1_58,Hospital | Line 58 | Col 1
"E, Part A: Settlement - Hospital",5900,IPPS Payment amount (unadjusted),E_A_HOS_C1_59,Hospital | Line 59 | Col 1
"E, Part A: Settlement - Hospital",6000,,E_A_HOS_C1_60,Hospital | Line 60 | Col 1
"E, Part A: Settlement - Hospital",6100,,E_A_HOS_C1_61,Hospital | Line 61 | Col 1
"E, Part A: Settlement - Hospital",6200,,E_A_HOS_C1_62,Hospital | Line 62 | Col 1
"E, Part A: Settlement - Hospital",6300,,E_A_HOS_C1_63,Hospital | Line 63 | Col 1
"E, Part A: Settlement - Hospital",6400,,E_A_HOS_C1_64,Hospital | Line 64 | Col 1
"E, Part A: Settlement - Hospital",6500,,E_A_HOS_C1_65,Hospital | Line 65 | Col 1
"E, Part A: Settlement - Hospital",6600,,E_A_HOS_C1_66,Hospital | Line 66 | Col 1
"E, Part A: Settlement - Hospital",6700,,E_A_HOS_C1_67,Hospital | Line 67 | Col 1
"E, Part A: Settlement - Hospital",6800,,E_A_HOS_C1_68,Hospital | Line 68 | Col 1
"E, Part A: Settlement - Hospital",6900,,E_A_HOS_C1_69,Hospital | Line 69 | Col 1
"E, Part A: Settlement - Hospital",7000,,E_A_HOS_C1_70,Hospital | Line 70 | Col 1
"E, Part A: Settlement - Hospital",7089,,E_A_HOS_C1_7089,Hospital | Line 70.89 | Col 1
"E, Part A: Settlement - Hospital",7090,,E_A_HOS_C1_7090,Hospital | Line 70.90 | Col 1
"E, Part A: Settlement - Hospital",7091,,E_A_HOS_C1_7091,Hospital | Line 70.91 | Col 1
"E, Part A: Settlement - Hospital",7092,,E_A_HOS_C1_7092,Hospital | Line 70.92 | Col 1
"E, Part A: Settlement - Hospital",7093,HVBP payment adjustment amount,E_A_HOS_C1_7093,Hospital | Line 70.93 | Col 1
"E, Part A: Settlement - Hospital",7094,HRR adjustment amount,E_A_HOS_C1_7094,Hospital | Line 70.94 | Col 1
"E, Part A: Settlement - Hospital",7095,,E_A_HOS_C1_7095,Hospital | Line 70.95 | Col 1
"E, Part A: Settlement - Hospital",7096,,E_A_HOS_C1_7096,Hospital | Line 70.96 | Col 1
"E, Part A: Settlement - Hospital",7097,,E_A_HOS_C1_7097,Hospital | Line 70.97 | Col 1
"E, Part A: Settlement - Hospital",7098,,E_A_HOS_C1_7098,Hospital | Line 70.98 | Col 1
"E, Part A: Settlement - Hospital",7099,HAC reduction adjustment amount,E_A_HOS_C1_7099,Hospital | Line 70.99 | Col 1
"E, Part A: Settlement - Hospital",7100,,E_A_HOS_C1_71,Hospital | Line 71 | Col 1
"E, Part A: Settlement - Hospital",7101,,E_A_HOS_C1_7101,Hospital | Line 71.01 | Col 1
"E, Part A: Settlement - Hospital",7200,IPPS Interim payment,E_A_HOS_C1_72,Hospital | Line 72 | Col 1
"E, Part A: Settlement - Hospital",7300,,E_A_HOS_C1_73,Hospital | Line 73 | Col 1
"E, Part A: Settlement - Hospital",7400,,E_A_HOS_C1_74,Hospital | Line 74 | Col 1
"E, Part A: Settlement - Hospital",7500,,E_A_HOS_C1_75,Hospital | Line 75 | Col 1
"E, Part A: Settlement - Hospital",9000,,E_A_HOS_C1_90,Hospital | Line 90 | Col 1
"E, Part A: Settlement - Hospital",9100,,E_A_HOS_C1_91,Hospital | Line 91 | Col 1
"E, Part A: Settlement - Hospital",9200,,E_A_HOS_C1_92,Hospital | Line 92 | Col 1
"E, Part A: Settlement - Hospital",9300,,E_A_HOS_C1_93,Hospital | Line 93 | Col 1
"E, Part A: Settlement - Hospital",9400,,E_A_HOS_C1_94,Hospital | Line 94 | Col 1
"E, Part A: Settlement - Hospital",9500,,E_A_HOS_C1_95,Hospital | Line 95 | Col 1
"E, Part A: Settlement - Hospital",9600,,E_A_HOS_C1_96,Hospital | Line 96 | Col 1
"E, Part B: Settlement - Hospital",100,Medical and Other Services,E_B_HOS_C1_1,Hospital | Line 1 | Col 1
"E, Part B: Settlement - Hospital",200,Medical and Other Services reimbursed by OPPS,E_B_HOS_C101_2,Hospital | Line 2 | Col 101
"E, Part B: Settlement - Hospital",300,OPPS payments,E_B_HOS_C101_3,Hospital | Line 3 | Col 101
"E, Part B: Settlement - Hospital",400,Outlier payments,E_B_HOS_C101_4,Hospital | Line 4 | Col 101
"E, Part B: Settlement - Hospital",500,Payment to cost ratio,E_B_HOS_C101_5,Hospital | Line 5 | Col 101
"E, Part B: Settlement - Hospital",600,Line 2 times line 5,E_B_HOS_C101_6,Hospital | Line 6 | Col 101
"E, Part B: Settlement - Hospital",700,"Sum of lines 3,4 divided by line 6",E_B_HOS_C101_7,Hospital | Line 7 | Col 101
"E, Part B: Settlement - Hospital",800,Transitional corridor payment,E_B_HOS_C101_8,Hospital | Line 8 | Col 101
"E, Part B: Settlement - Hospital",900,Ancillary service other pass through costs,E_B_HOS_C1_9,Hospital | Line 9 | Col 1
"E, Part B: Settlement - Hospital",1000,Organ acquisition,E_B_HOS_C1_10,Hospital | Line 10 | Col 1
"E, Part B: Settlement - Hospital",1100,Total cost,E_B_HOS_C1_11,Hospital | Line 11 | Col 1
"E, Part B: Settlement - Hospital",1200,Ancillary service charges,E_B_HOS_C1_12,Hospital | Line 12 | Col 1
"E, Part B: Settlement - Hospital",1300,Organ acquisition charges,E_B_HOS_C1_13,Hospital | Line 13 | Col 1
"E, Part B: Settlement - Hospital",1400,Total reasonable charges,E_B_HOS_C1_14,Hospital | Line 14 | Col 1
"E, Part B: Settlement - Hospital",1500,Aggregate amount collected from patients,E_B_HOS_C1_15,Hospital | Line 15 | Col 1
"E, Part B: Settlement - Hospital",1600,Amounts expected under 42 CFR,E_B_HOS_C1_16,Hospital | Line 16 | Col 1
"E, Part B: Settlement - Hospital",1700,Ratio of line 15 to line 16,E_B_HOS_C1_17,Hospital | Line 17 | Col 1
"E, Part B: Settlement - Hospital",1800,Total customary charges,E_B_HOS_C1_18,Hospital | Line 18 | Col 1
"E, Part B: Settlement - Hospital",1900,Excess of customary charges,E_B_HOS_C1_19,Hospital | Line 19 | Col 1
"E, Part B: Settlement - Hospital",2000,Excess of reasonable cost over reasonable charges,E_B_HOS_C1_20,Hospital | Line 20 | Col 1
"E, Part B: Settlement - Hospital",2100,Lesser of cost or charges,E_B_HOS_C1_21,Hospital | Line 21 | Col 1
"E, Part B: Settlement - Hospital",2200,Interns and residents,E_B_HOS_C1_22,Hospital | Line 22 | Col 1
"E, Part B: Settlement - Hospital",2300,Cost of physicians svcs in a teaching hospita,E_B_HOS_C1_23,Hospital | Line 23 | Col 1
"E, Part B: Settlement - Hospital",2400,Total prospective payment,E_B_HOS_C1_24,Hospital | Line 24 | Col 1
"E, Part B: Settlement - Hospital",2500,Deductibles and coinsurance,E_B_HOS_C1_25,Hospital | Line 25 | Col 1
"E, Part B: Settlement - Hospital",2600,Deductibles and coinsurance related to line 24,E_B_HOS_C1_26,Hospital | Line 26 | Col 1
"E, Part B: Settlement - Hospital",2700,Subtotal,E_B_HOS_C1_27,Hospital | Line 27 | Col 1
"E, Part B: Settlement - Hospital",2800,interns and residents,E_B_HOS_C1_28,Hospital | Line 28 | Col 1
"E, Part B: Settlement - Hospital",2900,ESRD DME costs,E_B_HOS_C1_29,Hospital | Line 29 | Col 1
"E, Part B: Settlement - Hospital",3000,Subtotal,E_B_HOS_C1_30,Hospital | Line 30 | Col 1
"E, Part B: Settlement - Hospital",3100,Primary payer payments,E_B_HOS_C1_31,Hospital | Line 31 | Col 1
"E, Part B: Settlement - Hospital",3200,Subtotal,E_B_HOS_C1_32,Hospital | Line 32 | Col 1
"E, Part B: Settlement - Hospital",3300,Component rate ESRD,E_B_HOS_C1_33,Hospital | Line 33 | Col 1
"E, Part B: Settlement - Hospital",3400,Allowable bad debts,E_B_HOS_C1_34,Hospital | Line 34 | Col 1
"E, Part B: Settlement - Hospital",3500,Adjusted reimburseable bad debts,E_B_HOS_C1_35,Hospital | Line 35 | Col 1
"E, Part B: Settlement - Hospital",3600,Allowable bad debts for dual eligibles beneficiaries,E_B_HOS_C1_36,Hospital | Line 36 | Col 1
"E, Part B: Settlement - Hospital",3700,Subtotal,E_B_HOS_C1_37,Hospital | Line 37 | Col 1
"E, Part B: Settlement - Hospital",3800,MSP-LCC reconciliation amount,E_B_HOS_C1_38,Hospital | Line 38 | Col 1
"E, Part B: Settlement - Hospital",3900,Other adjustments,E_B_HOS_C1_39,Hospital | Line 39 | Col 1
"E, Part B: Settlement - Hospital",3998,Partial or full credits from manufacturers,E_B_HOS_C1_3998,Hospital | Line 39.98 | Col 1
"E, Part B: Settlement - Hospital",4000,Subtotal,E_B_HOS_C1_40,Hospital | Line 40 | Col 1
"E, Part B: Settlement - Hospital",4001,Sequestration adjustment,E_B_HOS_C1_4001,Hospital | Line 40.01 | Col 1
"E, Part B: Settlement - Hospital",4100,Interim payments,E_B_HOS_C1_41,Hospital | Line 41 | Col 1
"E, Part B: Settlement - Hospital",4200,Tentative settlement,E_B_HOS_C1_42,Hospital | Line 42 | Col 1
"E, Part B: Settlement - Hospital",4300,Balance due provider/program,E_B_HOS_C1_43,Hospital | Line 43 | Col 1
"E, Part B: Settlement - Hospital",4400,Protested amounts,E_B_HOS_C1_44,Hospital | Line 44 | Col 1
"E, Part B: Settlement - IPF",100,,E_B_IPF_C1_1,Inpatient Psychiatric Facility | Line 1 | Col 1
"E, Part B: Settlement - IPF",200,,E_B_IPF_C1_2,Inpatient Psychiatric Facility | Line 2 | Col 1
"E, Part B: Settlement - IPF",300,,E_B_IPF_C1_3,Inpatient Psychiatric Facility | Line 3 | Col 1
"E, Part B: Settlement - IPF",400,,E_B_IPF_C1_4,Inpatient Psychiatric Facility | Line 4 | Col 1
"E, Part B: Settlement - IPF",500,,E_B_IPF_C1_5,Inpatient Psychiatric Facility | Line 5 | Col 1
"E, Part B: Settlement - IPF",600,,E_B_IPF_C1_6,Inpatient Psychiatric Facility | Line 6 | Col 1
"E, Part B: Settlement - IPF",700,,E_B_IPF_C1_7,Inpatient Psychiatric Facility | Line 7 | Col 1
"E, Part B: Settlement - IPF",800,,E_B_IPF_C1_8,Inpatient Psychiatric Facility | Line 8 | Col 1
"E, Part B: Settlement - IPF",900,,E_B_IPF_C1_9,Inpatient Psychiatric Facility | Line 9 | Col 1
"E, Part B: Settlement - IPF",1000,,E_B_IPF_C1_10,Inpatient Psychiatric Facility | Line 10 | Col 1
"E, Part B: Settlement - IPF",1100,,E_B_IPF_C1_11,Inpatient Psychiatric Facility | Line 11 | Col 1
"E, Part B: Settlement - IPF",1200,,E_B_IPF_C1_12,Inpatient Psychiatric Facility | Line 12 | Col 1
"E, Part B: Settlement - IPF",1300,,E_B_IPF_C1_13,Inpatient Psychiatric Facility | Line 13 | Col 1
"E, Part B: Settlement - IPF",1400,,E_B_IPF_C1_14,Inpatient Psychiatric Facility | Line 14 | Col 1
"E, Part B: Settlement - IPF",1500,,E_B_IPF_C1_15,Inpatient Psychiatric Facility | Line 15 | Col 1
"E, Part B: Settlement - IPF",1600,,E_B_IPF_C1_16,Inpatient Psychiatric Facility | Line 16 | Col 1
"E, Part B: Settlement - IPF",1700,,E_B_IPF_C1_17,Inpatient Psychiatric Facility | Line 17 | Col 1
"E, Part B: Settlement - IPF",1800,,E_B_IPF_C1_18,Inpatient Psychiatric Facility | Line 18 | Col 1
"E, Part B: Settlement - IPF",1900,,E_B_IPF_C1_19,Inpatient Psychiatric Facility | Line 19 | Col 1
"E, Part B: Settlement - IPF",2000,,E_B_IPF_C1_20,Inpatient Psychiatric Facility | Line 20 | Col 1
"E, Part B: Settlement - IPF",2100,,E_B_IPF_C1_21,Inpatient Psychiatric Facility | Line 21 | Col 1
"E, Part B: Settlement - IPF",2200,,E_B_IPF_C1_22,Inpatient Psychiatric Facility | Line 22 | Col 1
"E, Part B: Settlement - IPF",2300,,E_B_IPF_C1_23,Inpatient Psychiatric Facility | Line 23 | Col 1
"E, Part B: Settlement - IPF",2400,,E_B_IPF_C1_24,Inpatient Psychiatric Facility | Line 24 | Col 1
"E, Part B: Settlement - IPF",2500,,E_B_IPF_C1_25,Inpatient Psychiatric Facility | Line 25 | Col 1
"E, Part B: Settlement - IPF",2600,,E_B_IPF_C1_26,Inpatient Psychiatric Facility | Line 26 | Col 1
"E, Part B: Settlement - IPF",2700,,E_B_IPF_C1_27,Inpatient Psychiatric Facility | Line 27 | Col 1
"E, Part B: Settlement - IPF",2800,,E_B_IPF_C1_28,Inpatient Psychiatric Facility | Line 28 | Col 1
"E, Part B: Settlement - IPF",2900,,E_B_IPF_C1_29,Inpatient Psychiatric Facility | Line 29 | Col 1
"E, Part B: Settlement - IPF",3000,,E_B_IPF_C1_30,Inpatient Psychiatric Facility | Line 30 | Col 1
"E, Part B: Settlement - IPF",3100,,E_B_IPF_C1_31,Inpatient Psychiatric Facility | Line 31 | Col 1
"E, Part B: Settlement - IPF",3200,,E_B_IPF_C1_32,Inpatient Psychiatric Facility | Line 32 | Col 1
"E, Part B: Settlement - IPF",3300,,E_B_IPF_C1_33,Inpatient Psychiatric Facility | Line 33 | Col 1
"E, Part B: Settlement - IPF",3400,,E_B_IPF_C1_34,Inpatient Psychiatric Facility | Line 34 | Col 1
"E, Part B: Settlement - IPF",3500,,E_B_IPF_C1_35,Inpatient Psychiatric Facility | Line 35 | Col 1
"E, Part B: Settlement - IPF",3600,,E_B_IPF_C1_36,Inpatient Psychiatric Facility | Line 36 | Col 1
"E, Part B: Settlement - IPF",3700,,E_B_IPF_C1_37,Inpatient Psychiatric Facility | Line 37 | Col 1
"E, Part B: Settlement - IPF",3800,,E_B_IPF_C1_38,Inpatient Psychiatric Facility | Line 38 | Col 1
"E, Part B: Settlement - IPF",3900,,E_B_IPF_C1_39,Inpatient Psychiatric Facility | Line 39 | Col 1
"E, Part B: Settlement - IPF",3950,,E_B_IPF_C1_3950,Inpatient Psychiatric Facility | Line 39.50 | Col 1
"E, Part B: Settlement - IPF",4000,,E_B_IPF_C1_40,Inpatient Psychiatric Facility | Line 40 | Col 1
"E, Part B: Settlement - IPF",4001,,E_B_IPF_C1_4001,Inpatient Psychiatric Facility | Line 40.01 | Col 1
"E, Part B: Settlement - IPF",4100,,E_B_IPF_C1_41,Inpatient Psychiatric Facility | Line 41 | Col 1
"E, Part B: Settlement - IPF",4200,,E_B_IPF_C1_42,Inpatient Psychiatric Facility | Line 42 | Col 1
"E, Part B: Settlement - IPF",4300,,E_B_IPF_C1_43,Inpatient Psychiatric Facility | Line 43 | Col 1
"E, Part B: Settlement - IPF",4400,,E_B_IPF_C1_44,Inpatient Psychiatric Facility | Line 44 | Col 1
"E, Part B: Settlement - IRF",100,,E_B_IRF_C1_1,Inpatient Rehabilitation Facility | Line 1 | Col 1
"E, Part B: Settlement - IRF",200,,E_B_IRF_C1_2,Inpatient Rehabilitation Facility | Line 2 | Col 1
"E, Part B: Settlement - IRF",300,,E_B_IRF_C1_3,Inpatient Rehabilitation Facility | Line 3 | Col 1
"E, Part B: Settlement - IRF",400,,E_B_IRF_C1_4,Inpatient Rehabilitation Facility | Line 4 | Col 1
"E, Part B: Settlement - IRF",500,,E_B_IRF_C1_5,Inpatient Rehabilitation Facility | Line 5 | Col 1
"E, Part B: Settlement - IRF",600,,E_B_IRF_C1_6,Inpatient Rehabilitation Facility | Line 6 | Col 1
"E, Part B: Settlement - IRF",700,,E_B_IRF_C1_7,Inpatient Rehabilitation Facility | Line 7 | Col 1
"E, Part B: Settlement - IRF",800,,E_B_IRF_C1_8,Inpatient Rehabilitation Facility | Line 8 | Col 1
"E, Part B: Settlement - IRF",900,,E_B_IRF_C1_9,Inpatient Rehabilitation Facility | Line 9 | Col 1
"E, Part B: Settlement - IRF",1000,,E_B_IRF_C1_10,Inpatient Rehabilitation Facility | Line 10 | Col 1
"E, Part B: Settlement - IRF",1100,,E_B_IRF_C1_11,Inpatient Rehabilitation Facility | Line 11 | Col 1
"E, Part B: Settlement - IRF",1200,,E_B_IRF_C1_12,Inpatient Rehabilitation Facility | Line 12 | Col 1
"E, Part B: Settlement - IRF",1300,,E_B_IRF_C1_13,Inpatient Rehabilitation Facility | Line 13 | Col 1
"E, Part B: Settlement - IRF",1400,,E_B_IRF_C1_14,Inpatient Rehabilitation Facility | Line 14 | Col 1
"E, Part B: Settlement - IRF",1500,,E_B_IRF_C1_15,Inpatient Rehabilitation Facility | Line 15 | Col 1
"E, Part B: Settlement - IRF",1600,,E_B_IRF_C1_16,Inpatient Rehabilitation Facility | Line 16 | Col 1
"E, Part B: Settlement - IRF",1700,,E_B_IRF_C1_17,Inpatient Rehabilitation Facility | Line 17 | Col 1
"E, Part B: Settlement - IRF",1800,,E_B_IRF_C1_18,Inpatient Rehabilitation Facility | Line 18 | Col 1
"E, Part B: Settlement - IRF",1900,,E_B_IRF_C1_19,Inpatient Rehabilitation Facility | Line 19 | Col 1
"E, Part B: Settlement - IRF",2000,,E_B_IRF_C1_20,Inpatient Rehabilitation Facility | Line 20 | Col 1
"E, Part B: Settlement - IRF",2100,,E_B_IRF_C1_21,Inpatient Rehabilitation Facility | Line 21 | Col 1
"E, Part B: Settlement - IRF",2200,,E_B_IRF_C1_22,Inpatient Rehabilitation Facility | Line 22 | Col 1
"E, Part B: Settlement - IRF",2300,,E_B_IRF_C1_23,Inpatient Rehabilitation Facility | Line 23 | Col 1
"E, Part B: Settlement - IRF",2400,,E_B_IRF_C1_24,Inpatient Rehabilitation Facility | Line 24 | Col 1
"E, Part B: Settlement - IRF",2500,,E_B_IRF_C1_25,Inpatient Rehabilitation Facility | Line 25 | Col 1
"E, Part B: Settlement - IRF",2600,,E_B_IRF_C1_26,Inpatient Rehabilitation Facility | Line 26 | Col 1
"E, Part B: Settlement - IRF",2700,,E_B_IRF_C1_27,Inpatient Rehabilitation Facility | Line 27 | Col 1
"E, Part B: Settlement - IRF",2800,,E_B_IRF_C1_28,Inpatient Rehabilitation Facility | Line 28 | Col 1
"E, Part B: Settlement - IRF",2900,,E_B_IRF_C1_29,Inpatient Rehabilitation Facility | Line 29 | Col 1
"E, Part B: Settlement - IRF",3000,,E_B_IRF_C1_30,Inpatient Rehabilitation Facility | Line 30 | Col 1
"E, Part B: Settlement - IRF",3100,,E_B_IRF_C1_31,Inpatient Rehabilitation Facility | Line 31 | Col 1
"E, Part B: Settlement - IRF",3200,,E_B_IRF_C1_32,Inpatient Rehabilitation Facility | Line 32 | Col 1
"E, Part B: Settlement - IRF",3300,,E_B_IRF_C1_33,Inpatient Rehabilitation Facility | Line 33 | Col 1
"E, Part B: Settlement - IRF",3400,,E_B_IRF_C1_34,Inpatient Rehabilitation Facility | Line 34 | Col 1
"E, Part B: Settlement - IRF",3500,,E_B_IRF_C1_35,Inpatient Rehabilitation Facility | Line 35 | Col 1
"E, Part B: Settlement - IRF",3600,,E_B_IRF_C1_36,Inpatient Rehabilitation Facility | Line 36 | Col 1
"E, Part B: Settlement - IRF",3700,,E_B_IRF_C1_37,Inpatient Rehabilitation Facility | Line 37 | Col 1
"E, Part B: Settlement - IRF",3800,,E_B_IRF_C1_38,Inpatient Rehabilitation Facility | Line 38 | Col 1
"E, Part B: Settlement - IRF",3900,,E_B_IRF_C1_39,Inpatient Rehabilitation Facility | Line 39 | Col 1
"E, Part B: Settlement - IRF",4000,,E_B_IRF_C1_40,Inpatient Rehabilitation Facility | Line 40 | Col 1
"E, Part B: Settlement - IRF",4100,,E_B_IRF_C1_41,Inpatient Rehabilitation Facility | Line 41 | Col 1
"E, Part B: Settlement - IRF",4200,,E_B_IRF_C1_42,Inpatient Rehabilitation Facility | Line 42 | Col 1
"E, Part B: Settlement - IRF",4300,,E_B_IRF_C1_43,Inpatient Rehabilitation Facility | Line 43 | Col 1
"E, Part B: Settlement - IRF",4400,,E_B_IRF_C1_44,Inpatient Rehabilitation Facility | Line 44 | Col 1
"E, Part B: Settlement - SNF",100,,E_B_SNF_C1_1,Skilled Nursing Facility | Line 1 | Col 1
"E, Part B: Settlement - SNF",200,,E_B_SNF_C1_2,Skilled Nursing Facility | Line 2 | Col 1
"E, Part B: Settlement - SNF",300,,E_B_SNF_C1_3,Skilled Nursing Facility | Line 3 | Col 1
"E, Part B: Settlement - SNF",400,,E_B_SNF_C1_4,Skilled Nursing Facility | Line 4 | Col 1
"E, Part B: Settlement - SNF",500,,E_B_SNF_C1_5,Skilled Nursing Facility | Line 5 | Col 1
"E, Part B: Settlement - SNF",600,,E_B_SNF_C1_6,Skilled Nursing Facility | Line 6 | Col 1
"E, Part B: Settlement - SNF",700,,E_B_SNF_C1_7,Skilled Nursing Facility | Line 7 | Col 1
"E, Part B: Settlement - SNF",800,,E_B_SNF_C1_8,Skilled Nursing Facility | Line 8 | Col 1
"E, Part B: Settlement - SNF",900,,E_B_SNF_C1_9,Skilled Nursing Facility | Line 9 | Col 1
"E, Part B: Settlement - SNF",1000,,E_B_SNF_C1_10,Skilled Nursing Facility | Line 10 | Col 1
"E, Part B: Settlement - SNF",1100,,E_B_SNF_C1_11,Skilled Nursing Facility | Line 11 | Col 1
"E, Part B: Settlement - SNF",1200,,E_B_SNF_C1_12,Skilled Nursing Facility | Line 12 | Col 1
"E, Part B: Settlement - SNF",1300,,E_B_SNF_C1_13,Skilled Nursing Facility | Line 13 | Col 1
"E, Part B: Settlement - SNF",1400,,E_B_SNF_C1_14,Skilled Nursing Facility | Line 14 | Col 1
"E, Part B: Settlement - SNF",1500,,E_B_SNF_C1_15,Skilled Nursing Facility | Line 15 | Col 1
"E, Part B: Settlement - SNF",1600,,E_B_SNF_C1_16,Skilled Nursing Facility | Line 16 | Col 1
"E, Part B: Settlement - SNF",1700,,E_B_SNF_C1_17,Skilled Nursing Facility | Line 17 | Col 1
"E, Part B: Settlement - SNF",1800,,E_B_SNF_C1_18,Skilled Nursing Facility | Line 18 | Col 1
"E, Part B: Settlement - SNF",1900,,E_B_SNF_C1_19,Skilled Nursing Facility | Line 19 | Col 1
"E, Part B: Settlement - SNF",2000,,E_B_SNF_C1_20,Skilled Nursing Facility | Line 20 | Col 1
"E, Part B: Settlement - SNF",2100,,E_B_SNF_C1_21,Skilled Nursing Facility | Line 21 | Col 1
"E, Part B: Settlement - SNF",2200,,E_B_SNF_C1_22,Skilled Nursing Facility | Line 22 | Col 1
"E, Part B: Settlement - SNF",2300,,E_B_SNF_C1_23,Skilled Nursing Facility | Line 23 | Col 1
"E, Part B: Settlement - SNF",2400,,E_B_SNF_C1_24,Skilled Nursing Facility | Line 24 | Col 1
"E, Part B: Settlement - SNF",2500,,E_B_SNF_C1_25,Skilled Nursing Facility | Line 25 | Col 1
"E, Part B: Settlement - SNF",2600,,E_B_SNF_C1_26,Skilled Nursing Facility | Line 26 | Col 1
"E, Part B: Settlement - SNF",2700,,E_B_SNF_C1_27,Skilled Nursing Facility | Line 27 | Col 1
"E, Part B: Settlement - SNF",2800,,E_B_SNF_C1_28,Skilled Nursing Facility | Line 28 | Col 1
"E, Part B: Settlement - SNF",2900,,E_B_SNF_C1_29,Skilled Nursing Facility | Line 29 | Col 1
