sas_column,description,data_type,worksheet_code,worksheet_name,line_num,column_num,column_header,category,subcategory
B_1_C26_63,"Blood Storing, Processing, Trans",ROLLUP,B000001,"B, Part I: Cost Allocation - General",06300,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_65,Respiratory Therapy,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06500,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_66,Physical Therapy,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06600,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_69,Electrocardiology,ROLLUP,B000001,"B, Part I: Cost Allocation - General",06900,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_71,Medical Supplies Charged to Patients,ROLLUP,B000001,"B, Part I: Cost Allocation - General",07100,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_72,Impl. Dev. Charged to Patients,ROLLUP,B000001,"B, Part I: Cost Allocation - General",07200,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_73,Drugs Charged to Patients,ROLLUP,B000001,"B, Part I: Cost Allocation - General",07300,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_90,Clinic,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09000,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_91,Emergency,ROLLUP,B000001,"B, Part I: Cost Allocation - General",09100,02600,Stat Basis / Total,COST ALLOCATION,nan
B_2_C26_192,Physicians' Private Office,ROLLUP,B000002,"B, Part II: Cost Allocation",19200,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_194,Other Nonreimbursable,ROLLUP,B000002,"B, Part II: Cost Allocation",19400,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_31,Intensive Care Unit,ROLLUP,B000002,"B, Part II: Cost Allocation",03100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_50,Operating Room,ROLLUP,B000002,"B, Part II: Cost Allocation",05000,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_51,Recovery Room,ROLLUP,B000002,"B, Part II: Cost Allocation",05100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_54,Radiology-Diagnostic,ROLLUP,B000002,"B, Part II: Cost Allocation",05400,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_56,Radioisotope,ROLLUP,B000002,"B, Part II: Cost Allocation",05600,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_57,CT Scan,ROLLUP,B000002,"B, Part II: Cost Allocation",05700,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_60,Laboratory,ROLLUP,B000002,"B, Part II: Cost Allocation",06000,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_63,"Blood Storing, Processing, Trans",ROLLUP,B000002,"B, Part II: Cost Allocation",06300,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_65,Respiratory Therapy,ROLLUP,B000002,"B, Part II: Cost Allocation",06500,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_66,Physical Therapy,ROLLUP,B000002,"B, Part II: Cost Allocation",06600,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_69,Electrocardiology,ROLLUP,B000002,"B, Part II: Cost Allocation",06900,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_71,Medical Supplies Charged to Patients,ROLLUP,B000002,"B, Part II: Cost Allocation",07100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_72,Impl. Dev. Charged to Patients,ROLLUP,B000002,"B, Part II: Cost Allocation",07200,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_73,Drugs Charged to Patients,ROLLUP,B000002,"B, Part II: Cost Allocation",07300,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_88,RHC,ROLLUP,B000002,"B, Part II: Cost Allocation",08800,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_90,Clinic,ROLLUP,B000002,"B, Part II: Cost Allocation",09000,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_91,Emergency,ROLLUP,B000002,"B, Part II: Cost Allocation",09100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
C_1_C5_31,Intensive Care Unit,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",03100,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_50,Operating Room,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05000,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_51,Recovery Room,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05100,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_54,Radiology-Diagnostic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05400,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_56,Radioisotope,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05600,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_57,CT Scan,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05700,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_60,Laboratory,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06000,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_63,"Blood Storing, Processing, Trans",ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06300,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_65,Respiratory Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06500,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_66,Physical Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06600,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_69,Electrocardiology,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06900,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_71,Medical Supplies Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07100,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_72,Impl. Dev. Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07200,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_73,Drugs Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07300,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_90,Clinic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09000,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C5_91,Emergency,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09100,00500,Medicare Charges (Title XVIII PPS),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_31,Intensive Care Unit,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",03100,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_50,Operating Room,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05000,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_51,Recovery Room,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05100,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_54,Radiology-Diagnostic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05400,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_56,Radioisotope,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05600,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_57,CT Scan,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05700,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_60,Laboratory,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06000,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,Total Inpatient Charges
C_1_C6_63,"Blood Storing, Processing, Trans",ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06300,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_65,Respiratory Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06500,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_66,Physical Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06600,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_69,Electrocardiology,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06900,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_71,Medical Supplies Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07100,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_72,Impl. Dev. Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07200,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_73,Drugs Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07300,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_90,Clinic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09000,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C6_91,Emergency,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09100,00600,Medicare Charges (Title XVIII Other),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_50,Operating Room,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05000,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,Total Outpatient Charges
C_1_C7_54,Radiology-Diagnostic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05400,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,Total Outpatient Charges
C_1_C7_56,Radioisotope,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05600,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,Total Outpatient Charges
C_1_C7_57,CT Scan,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",05700,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,Total Outpatient Charges
C_1_C7_60,Laboratory,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06000,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,Total Outpatient Charges
C_1_C7_63,"Blood Storing, Processing, Trans",ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06300,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_65,Respiratory Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06500,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_66,Physical Therapy,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06600,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_69,Electrocardiology,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",06900,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_71,Medical Supplies Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07100,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_72,Impl. Dev. Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07200,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_73,Drugs Charged to Patients,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",07300,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_90,Clinic,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09000,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
C_1_C7_91,Emergency,ROLLUP,C000001,"C, Part I: Ancillary & Outpatient Cost",09100,00700,Total Medicare Charges (Title XVIII),COMPUTATION OF RATIO OF COST TO CHARGES,nan
D1_HOS_C5_43,Intensive Care Unit Program Cost,ROLLUP,D10A181,D-1: Apportionment - Hospital (Old Age),04300,00500,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,nan
D3_HOS_C2_31,Intensive Care Unit,ROLLUP,D30A180,D-3: Apportionment - Hospital,03100,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_50,Operating Room,ROLLUP,D30A180,D-3: Apportionment - Hospital,05000,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_54,Radiology-Diagnostic,ROLLUP,D30A180,D-3: Apportionment - Hospital,05400,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_56,Radioisotope,ROLLUP,D30A180,D-3: Apportionment - Hospital,05600,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_57,CT Scan,ROLLUP,D30A180,D-3: Apportionment - Hospital,05700,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_60,Laboratory,ROLLUP,D30A180,D-3: Apportionment - Hospital,06000,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_63,"Blood Storing, Processing, Trans",ROLLUP,D30A180,D-3: Apportionment - Hospital,06300,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_65,Respiratory Therapy,ROLLUP,D30A180,D-3: Apportionment - Hospital,06500,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_66,Physical Therapy,ROLLUP,D30A180,D-3: Apportionment - Hospital,06600,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_69,Electrocardiology,ROLLUP,D30A180,D-3: Apportionment - Hospital,06900,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_71,Medical Supplies Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07100,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_72,Impl. Dev. Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07200,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_73,Drugs Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07300,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_90,Clinic,ROLLUP,D30A180,D-3: Apportionment - Hospital,09000,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C2_91,Emergency,ROLLUP,D30A180,D-3: Apportionment - Hospital,09100,00200,Medicare Charges,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_50,Operating Room,ROLLUP,D30A180,D-3: Apportionment - Hospital,05000,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_54,Radiology-Diagnostic,ROLLUP,D30A180,D-3: Apportionment - Hospital,05400,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_56,Radioisotope,ROLLUP,D30A180,D-3: Apportionment - Hospital,05600,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_57,CT Scan,ROLLUP,D30A180,D-3: Apportionment - Hospital,05700,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_60,Laboratory,ROLLUP,D30A180,D-3: Apportionment - Hospital,06000,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_63,"Blood Storing, Processing, Trans",ROLLUP,D30A180,D-3: Apportionment - Hospital,06300,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_65,Respiratory Therapy,ROLLUP,D30A180,D-3: Apportionment - Hospital,06500,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_66,Physical Therapy,ROLLUP,D30A180,D-3: Apportionment - Hospital,06600,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_69,Electrocardiology,ROLLUP,D30A180,D-3: Apportionment - Hospital,06900,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_71,Medical Supplies Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07100,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_72,Impl. Dev. Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07200,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_73,Drugs Charged to Patients,ROLLUP,D30A180,D-3: Apportionment - Hospital,07300,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_90,Clinic,ROLLUP,D30A180,D-3: Apportionment - Hospital,09000,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D3_HOS_C3_91,Emergency,ROLLUP,D30A180,D-3: Apportionment - Hospital,09100,00300,Cost / Charge Ratio,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,nan
D_1_HOS_C4_31,Intensive Care Unit,ROLLUP,D00A181,"D, Part I: Apportionment - Hospital",03100,00400,Title XVIII Days,APPORTIONMENT OF INPATIENT ROUTINE SERVICE CAPITAL COSTS,nan
D_1_HOS_C6_31,Intensive Care Unit,ROLLUP,D00A181,"D, Part I: Apportionment - Hospital",03100,00600,Title XVIII Discharges,APPORTIONMENT OF INPATIENT ROUTINE SERVICE CAPITAL COSTS,nan
D_1_HOS_C7_31,Intensive Care Unit,ROLLUP,D00A181,"D, Part I: Apportionment - Hospital",03100,00700,Total Days,APPORTIONMENT OF INPATIENT ROUTINE SERVICE CAPITAL COSTS,nan
D_2_HOS_C5_50,Hospital | Line 50 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",05000,00500,Settlement Amount,nan,nan
D_2_HOS_C5_54,Hospital | Line 54 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",05400,00500,Settlement Amount,nan,nan
D_2_HOS_C5_56,Hospital | Line 56 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",05600,00500,Settlement Amount,nan,nan
D_2_HOS_C5_57,Hospital | Line 57 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",05700,00500,Settlement Amount,nan,nan
D_2_HOS_C5_60,Hospital | Line 60 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",06000,00500,Settlement Amount,nan,nan
D_2_HOS_C5_63,Hospital | Line 63 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",06300,00500,Settlement Amount,nan,nan
D_2_HOS_C5_65,Hospital | Line 65 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",06500,00500,Settlement Amount,nan,nan
D_2_HOS_C5_66,Hospital | Line 66 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",06600,00500,Settlement Amount,nan,nan
D_2_HOS_C5_69,Hospital | Line 69 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",06900,00500,Settlement Amount,nan,nan
D_2_HOS_C5_71,Hospital | Line 71 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",07100,00500,Settlement Amount,nan,nan
D_2_HOS_C5_72,Hospital | Line 72 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",07200,00500,Settlement Amount,nan,nan
D_2_HOS_C5_73,Hospital | Line 73 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",07300,00500,Settlement Amount,nan,nan
D_2_HOS_C5_90,Hospital | Line 90 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",09000,00500,Settlement Amount,nan,nan
D_2_HOS_C5_91,Hospital | Line 91 | Col 5,ROLLUP,D00A182,"D, Part II: Apportionment - Hospital",09100,00500,Settlement Amount,nan,nan
D_4_HOS_C10_50,Operating Room,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",05000,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_54,Radiology-Diagnostic,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",05400,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_56,Radioisotope,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",05600,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_57,CT Scan,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",05700,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_60,Laboratory,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",06000,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_63,"Blood Storing, Processing, Trans",ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",06300,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_65,Respiratory Therapy,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",06500,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_66,Physical Therapy,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",06600,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_69,Electrocardiology,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",06900,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_71,Medical Supplies Charged to Patients,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",07100,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
D_4_HOS_C10_72,Impl. Dev. Charged to Patients,ROLLUP,D00A184,"D, Part IV: Apportionment - Hospital",07200,01000,Tentative Settlement,APPORTIONMENT OF INPATIENT/OUTPATIENT ANCILLARY SERVICE OTHER PASS THROUGH COSTS,nan
